,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
17,Richard Panik,26,RW,27,4,7,11,1,8,4,0,0,0,7,0,0,55,7.3,427,15:50,0.4,0.6,1,14,46,3,6,33.3
18,Josh Archibald,25,RW,33,5,5,10,-4,23,5,0,0,0,5,0,0,34,14.7,404,12:15,0.4,0.4,0.8,10,62,7,15,31.8
19,Niklas Hjalmarsson,30,D,48,1,8,9,-3,18,1,0,0,0,7,1,0,32,3.1,994,20:42,-0.2,2.4,2.2,118,16,0,0,
20,Zac Rinaldo,27,LW,47,4,2,6,-11,44,4,0,0,0,2,0,0,51,7.8,526,11:11,-0.4,0.3,-0.1,19,166,4,11,26.7
21,Luke Schenn,28,D,56,0,5,5,-13,24,0,0,0,0,5,0,0,52,0,883,15:46,-0.6,1.3,0.8,89,180,0,0,
22,Mario Kempe,29,RW,18,2,2,4,-1,4,2,0,0,0,2,0,0,20,10,200,11:05,0.1,0.2,0.3,11,20,27,43,38.6
23,Dylan Strome,20,C,13,2,1,3,1,4,1,1,0,0,1,0,0,18,11.1,165,12:42,0.1,0.3,0.3,8,6,52,67,43.7
24,Adam Clendening,25,D,5,0,2,2,-1,2,0,0,0,0,2,0,0,4,0,80,15:56,0.1,0.1,0.2,6,2,0,0,
25,Lawson Crouse,20,LW,11,1,0,1,-6,7,1,0,0,0,0,0,0,13,7.7,120,10:56,-0.1,-0.1,-0.2,6,29,3,8,27.3
26,Kyle Capobianco,20,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,14,13:33,0,0,-0.1,1,3,0,0,
27,Laurent Dauphin,22,C,2,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,14,7:14,0,0,-0.1,2,1,5,4,55.6
28,Louis Domingue,25,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,388,55:24:00,0,0,-0.1,0,0,0,0,
29,Freddie Hamilton,26,C,8,0,0,0,1,0,0,0,0,0,0,0,0,7,0,83,10:19,-0.2,0.2,-0.1,0,19,25,31,44.6
30,Joel Hanley,26,D,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,43,10:45,-0.1,0.2,0.1,4,0,0,0,
31,Adin Hill,21,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,241,60:11:00,0,0,0.4,0,0,0,0,
32,Darcy Kuemper,27,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,416,59:24:00,0,0,0.6,0,0,0,0,
33,Marek Langhamer,23,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,28:53:00,0,0,0.2,,0,,,
34,Nicholas Merkley,20,RW,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,14,13:30,0,0,0,0,0,0,0,
35,Dakota Mermis,24,D,7,0,0,0,-2,0,0,0,0,0,0,0,0,7,0,73,10:26,-0.1,0,-0.1,4,4,0,0,
36,Antti Raanta,28,G,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,2302,54:48:00,0,0,8.7,0,1,0,0,
37,Scott Wedgewood,25,G,20,0,0,0,0,2,0,0,0,0,0,0,0,0,,1097,54:50:00,0,0,2,0,0,0,0,
,Team Total,,,74,182,307,489,-252,568,142,38,2,23,234,71,2,2229,8.2,,,21.2,28.8,61.8,1061,1797,2184,2391,47.7
