,,,,,,,,,Cumulative,,,,,Team,,,,,,Opponent,,,,,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
38,1/5/2017,7:00 PM,,Columbus Blue Jackets,5,0,W,,24,9,5,W 4,,27,12,0,4,0,,29,10,,5,,"18,506",2:30,
39,1/7/2017,7:00 PM,@,Ottawa Senators,1,0,W,,25,9,5,W 5,,20,6,0,2,0,,30,4,,3,,"18,685",2:27,
40,1/9/2017,7:30 PM,@,Montreal Canadiens,4,1,W,,26,9,5,W 6,,39,6,1,2,0,,23,4,1,4,0,"21,288",2:30,
41,1/11/2017,8:00 PM,,Pittsburgh Penguins,5,2,W,,27,9,5,W 7,,30,14,2,4,0,,32,10,2,5,0,"18,506",2:43,
42,1/13/2017,7:00 PM,,Chicago Blackhawks,6,0,W,,28,9,5,W 8,,34,4,0,0,0,,24,0,,2,,"18,506",2:23,
43,1/15/2017,1:00 PM,,Philadelphia Flyers,5,0,W,,29,9,5,W 9,,22,8,1,2,0,,24,4,,5,,"18,506",2:15,
44,1/16/2017,7:00 PM,@,Pittsburgh Penguins,7,8,L,OT,29,9,6,L 1,,28,4,1,4,1,,37,10,1,1,0,"18,653",2:46,
45,1/19/2017,8:00 PM,@,St. Louis Blues,7,3,W,,30,9,6,W 1,,18,2,1,2,0,,25,4,0,1,0,"19,316",2:25,
46,1/21/2017,8:00 PM,@,Dallas Stars,4,3,W,OT,31,9,6,W 2,,22,24,2,2,0,,35,16,1,6,0,"18,532",2:44,
47,1/23/2017,7:00 PM,,Carolina Hurricanes,6,1,W,,32,9,6,W 3,,25,15,1,2,0,,26,9,1,4,0,"18,506",2:29,
48,1/24/2017,7:30 PM,@,Ottawa Senators,0,3,L,,32,10,6,L 1,,31,10,0,6,0,,34,14,1,4,1,"16,683",2:30,
49,1/26/2017,7:00 PM,@,New Jersey Devils,5,2,W,,33,10,6,W 1,,36,23,2,4,0,,29,25,1,3,0,"13,428",2:32,
50,1/31/2017,7:00 PM,@,New York Islanders,2,3,L,,33,11,6,L 1,,30,4,0,1,0,,29,2,1,2,0,"11,240",2:21,
51,2/1/2017,8:00 PM,,Boston Bruins,5,3,W,,34,11,6,W 1,,22,6,1,3,0,,33,6,2,3,0,"18,506",2:32,
52,2/4/2017,1:00 PM,@,Montreal Canadiens,3,2,W,,35,11,6,W 2,,30,6,1,4,0,,22,6,0,3,0,"21,288",2:37,
53,2/5/2017,12:00 PM,,Los Angeles Kings,5,0,W,,36,11,6,W 3,,20,8,0,2,0,,38,4,,4,,"18,506",2:19,
54,2/7/2017,7:00 PM,,Carolina Hurricanes,5,0,W,,37,11,6,W 4,,28,6,2,3,0,,23,6,,3,,"18,506",2:24,
55,2/9/2017,7:00 PM,,Detroit Red Wings,6,3,W,,38,11,6,W 5,,31,6,1,1,0,,17,4,1,2,0,"18,506",2:31,
56,2/11/2017,7:30 PM,,Anaheim Ducks,6,4,W,,39,11,6,W 6,,39,8,1,3,1,,22,10,0,2,0,"18,506",2:36,
57,2/18/2017,2:00 PM,@,Detroit Red Wings,2,3,L,SO,39,11,7,L 1,,36,9,0,5,0,,23,15,1,2,0,"20,027",2:53,
58,2/19/2017,12:30 PM,@,New York Rangers,1,2,L,,39,12,7,L 2,,32,6,1,2,0,,30,6,0,2,0,"18,006",2:23,
59,2/22/2017,8:00 PM,@,Philadelphia Flyers,4,1,W,,40,12,7,W 1,,29,10,1,2,0,,34,10,0,2,0,"19,849",2:39,
