,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
23,Brendan Smith,27,D,33,2,3,5,-1,34,1,1,0,1,1,2,0,39,5.1,618,18:44,0,1.4,1.4,38,43,0,0,
24,Tomas Nosek,24,LW,11,1,0,1,-1,2,1,0,0,0,0,0,0,19,5.3,111,10:07,-0.1,0.1,0,5,10,37,31,54.4
25,Matthew Lorito,26,LW,2,0,1,1,0,0,0,0,0,0,1,0,0,6,0,29,14:26,0,0,0.1,0,0,0,0,
26,Ben Street,29,C,6,0,1,1,1,0,0,0,0,0,1,0,0,8,0,50,8:15,0,0.1,0.1,0,3,0,0,
27,Tyler Bertuzzi,21,LW,7,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,64,9:06,-0.2,0,-0.1,0,12,1,1,50
28,Mitch Callahan,25,RW,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,6:49,-0.1,0,0,2,3,0,0,
29,Jared Coreau,25,G,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,712,50:50:00,0,0,1,0,0,0,0,
30,Jimmy Howard,32,G,26,0,0,0,0,2,0,0,0,0,0,0,0,0,,1397,53:43:00,0,0,5.1,0,0,0,0,
31,Tomas Jurco,24,RW,16,0,0,0,-8,2,0,0,0,0,0,0,0,12,0,161,10:02,-0.5,-0.1,-0.6,3,6,0,1,0
32,Brian Lashoff,26,D,5,0,0,0,-3,0,0,0,0,0,0,0,0,1,0,63,12:31,-0.1,-0.1,-0.2,4,8,0,0,
33,Petr Mrazek,24,G,50,0,0,0,0,2,0,0,0,0,0,0,0,0,,2858,57:09:00,0,0,6.5,0,0,0,0,
34,Dan Renouf,22,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,13:35,0,0,0,0,3,0,0,
35,Robbie Russo,23,D,19,0,0,0,2,2,0,0,0,0,0,0,0,18,0,305,16:04,-0.4,0.9,0.5,13,24,0,0,
36,Evgeny Svechnikov,20,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,13:09,-0.1,0,0,1,2,0,0,
,Team Total,,,82,198,334,532,-187,702,157,38,3,24,261,69,4,2335,8.5,,,27.2,31.9,71.7,1066,1644,2520,2338,51.9
