,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
12,Mike Ribeiro,36,C,46,4,21,25,-5,14,2,2,0,0,16,5,0,38,10.5,735,15:58,1.2,0.6,1.8,6,33,183,261,41.2
13,Mattias Ekholm,26,D,82,3,20,23,4,34,3,0,0,1,16,3,1,120,2.5,1924,23:28,0.5,4.1,4.6,108,61,0,0,
14,Austin Watson,25,LW,77,5,12,17,14,99,5,0,0,0,11,0,1,90,5.6,957,12:26,-0.2,1.6,1.4,66,143,17,25,40.5
15,Kevin Fiala,20,LW,54,11,5,16,1,18,11,0,0,1,5,0,0,114,9.6,730,13:31,1,0.8,1.8,14,44,0,0,
16,Matt Irwin,29,D,74,3,11,14,15,26,3,0,0,1,9,0,2,98,3.1,1204,16:16,0.4,3.6,4,121,115,0,0,
17,Colton Sissons,23,C,58,8,2,10,11,12,7,0,1,1,2,0,0,42,19,645,11:07,0.2,1.1,1.4,24,104,192,192,50
18,Yannick Weber,28,D,73,1,7,8,1,25,1,0,0,1,7,0,0,72,1.4,870,11:55,-0.1,1.8,1.7,53,72,0,0,
19,Anthony Bitetto,26,D,29,0,7,7,-1,25,0,0,0,0,7,0,0,17,0,342,11:48,0.4,0.6,0.9,24,43,0,0,
20,Cody McLeod,32,LW,31,4,1,5,-1,93,4,0,0,0,1,0,0,18,22.2,258,8:20,0.3,0.2,0.5,12,100,0,1,0
21,Harry Zolnierczyk,29,LW,24,2,2,4,-2,10,2,0,0,0,2,0,0,19,10.5,213,8:52,0.1,0.1,0.2,11,25,8,11,42.1
22,Pontus Aberg,23,LW,15,1,1,2,-2,4,1,0,0,0,1,0,0,12,8.3,185,12:20,-0.2,0.1,-0.1,2,9,1,0,100
23,Reid Boucher,23,C,3,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,26,8:42,0.2,0.1,0.2,0,1,0,0,
24,Vernon Fiddler,36,LW,20,1,0,1,-4,37,1,0,0,0,0,0,0,11,9.1,210,10:31,-0.4,0.1,-0.3,14,15,123,93,56.9
25,Matt Carle,32,D,6,0,1,1,-1,0,0,0,0,0,1,0,0,2,0,79,13:09,0,0.1,0.1,5,3,0,0,
26,Frederick Gaudreau,23,C,9,0,1,1,1,0,0,0,0,0,1,0,0,8,0,78,8:40,-0.1,0.1,0,5,1,4,8,33.3
27,Derek Grant,26,C,6,0,1,1,-2,5,0,0,0,0,1,0,0,6,0,52,8:41,0,0,-0.1,4,2,28,24,53.8
28,Brad Hunt,28,D,3,0,1,1,1,0,0,0,0,0,1,0,0,2,0,52,17:13,0.1,0.2,0.2,2,0,0,0,
29,Marek Mazanec,25,G,4,0,1,1,0,0,0,0,0,0,1,0,0,0,,178,44:24:00,0,0,-0.2,0,0,0,0,
30,P.A. Parenteau,33,RW,8,0,1,1,-2,0,0,0,0,0,1,0,0,14,0,101,12:34,-0.2,0,-0.1,1,9,0,1,0
31,Juuse Saros,21,G,21,0,1,1,0,0,0,0,0,0,1,0,0,0,,1200,57:08:00,0,0,4.4,0,1,0,0,
32,Cody Bass,30,C,9,0,0,0,-1,19,0,0,0,0,0,0,0,1,0,61,6:46,-0.2,0,-0.1,4,14,0,2,0
33,Alexandre Carrier,20,D,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,10:24,0,0.1,0.1,1,0,0,0,
34,Petter Granberg,24,D,10,0,0,0,0,10,0,0,0,0,0,0,0,4,0,96,9:38,-0.1,0.2,0.1,9,17,0,0,
35,Vladislav Kamenev,20,LW,2,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,20,10:04,-0.1,0,-0.1,1,1,6,7,46.2
36,Mike Liambas,27,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,5,4:42,0,0,-0.1,0,1,0,0,
37,Adam Pardy,32,D,4,0,0,0,-1,6,0,0,0,0,0,0,0,4,0,44,11:00,-0.1,0,-0.1,3,3,0,0,
38,Pekka Rinne,34,G,61,0,0,0,0,4,0,0,0,0,0,0,0,0,,3568,58:29:00,0,0,11.3,0,0,0,0,
39,Miikka Salomaki,23,RW,5,0,0,0,-1,2,0,0,0,0,0,0,0,3,0,61,12:13,-0.2,0,-0.1,9,14,0,0,
40,Trevor Smith,31,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,7:20,0,0,0,2,0,0,8,0
,Team Total,,,82,238,387,625,58,819,177,49,12,39,284,91,12,2557,9.3,,,44,38.1,97.6,1110,1660,2599,2453,51.4
