,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
18,Jason Garrison,32,D,70,1,8,9,-8,14,1,0,0,0,8,0,0,96,1,1300,18:34,-0.5,2.3,1.8,91,93,0,0,
19,Yanni Gourde,25,C,20,6,2,8,-1,8,5,0,1,1,2,0,0,30,20,307,15:22,0.7,0.3,1,3,11,60,103,36.8
20,J.T. Brown,26,RW,64,3,3,6,-7,73,2,0,1,1,3,0,0,67,4.5,664,10:22,-0.9,0.5,-0.4,25,103,12,26,31.6
21,Ryan Callahan,31,RW,18,2,2,4,-4,23,2,0,0,1,2,0,0,22,9.1,255,14:09,-0.1,0.1,0.1,13,48,5,4,55.6
22,Gabriel Dumont,26,C,39,2,2,4,1,29,2,0,0,0,2,0,0,34,5.9,377,9:40,-0.4,0.5,0.1,19,83,133,109,55
23,Cory Conacher,27,LW,11,1,3,4,0,4,0,1,0,0,3,0,0,16,6.3,127,11:34,0.2,0.2,0.3,0,1,1,1,50
24,Slater Koekkoek,22,D,29,0,4,4,-4,8,0,0,0,0,4,0,0,27,0,377,12:59,0,0.5,0.5,27,25,0,0,
25,Luke Witkowski,26,D,34,0,4,4,-1,39,0,0,0,0,4,0,0,24,0,336,9:52,0,0.7,0.7,21,81,0,0,
26,Adam Erne,21,LW,26,3,0,3,-9,11,3,0,0,0,0,0,0,40,7.5,307,11:48,-0.2,0,-0.2,13,71,0,2,0
27,Michael Bournival,24,LW,19,2,1,3,-3,2,2,0,0,0,1,0,0,25,8,193,10:09,0,0.1,0.1,8,31,1,2,33.3
28,Joel Vermin,24,RW,18,0,3,3,2,4,0,0,0,0,3,0,0,12,0,197,10:56,-0.2,0.3,0.1,7,17,2,1,66.7
29,Matthew Peca,23,C,10,1,1,2,-3,2,1,0,0,0,1,0,0,9,11.1,114,11:27,0,0,0,2,9,32,40,44.4
30,Andrei Vasilevskiy,22,G,50,0,2,2,0,2,0,0,0,0,2,0,0,0,,2831,56:38:00,0,0,9.3,0,0,0,0,
31,Greg McKegg,24,C,15,0,1,1,2,11,0,0,0,0,1,0,0,8,0,139,9:16,-0.3,0.2,0,4,15,47,50,48.5
32,Ben Bishop,30,G,32,0,0,0,0,8,0,0,0,0,0,0,0,0,,1813,56:39:00,0,0,4.9,0,0,0,0,
33,Peter Budaj,34,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,279,39:50:00,0,0,0.5,,0,,,
34,Erik Condra,30,RW,13,0,0,0,-4,4,0,0,0,0,0,0,0,8,0,125,9:38,-0.4,0,-0.4,7,5,1,0,100
35,Byron Froese,25,C,4,0,0,0,-3,0,0,0,0,0,0,0,0,4,0,47,11:49,-0.1,-0.1,-0.2,3,3,19,17,52.8
36,Kristers Gudlevskis,24,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,11:27,0,0,0,,0,,,
37,Tanner Richard,23,C,3,0,0,0,-2,2,0,0,0,0,0,0,0,1,0,38,12:42,-0.1,0,-0.1,2,6,13,17,43.3
,Team Total,,,82,230,395,625,-47,857,164,62,4,38,274,119,2,2452,9.4,,,40.6,36.9,92.3,1014,1842,2376,2609,47.7
