,,,,,,,,,Cumulative,,,,,Team,,,,,,Opponent,,,,,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
62,2/22/2018,9:00 PM,@,Arizona Coyotes,5,2,W,,31,22,9,W 1,,38,19,1,4,1,,37,25,0,5,0,"11,904",2:30,
63,2/24/2018,4:00 PM,,Colorado Avalanche,5,1,W,,32,22,9,W 2,,29,16,2,3,0,,29,20,0,1,0,"19,201",2:27,
64,2/27/2018,8:30 PM,@,Dallas Stars,0,2,L,,32,23,9,L 1,,38,12,0,6,0,,26,14,1,6,0,"17,124",2:32,
65,2/28/2018,9:30 PM,@,Colorado Avalanche,2,5,L,,32,24,9,L 2,,32,31,0,5,1,,34,17,1,7,0,"12,107",2:31,
66,3/2/2018,9:00 PM,,New York Rangers,1,3,L,,32,25,9,L 3,,51,11,0,3,0,,27,11,0,3,0,"19,143",2:36,
67,3/5/2018,7:00 PM,@,Pittsburgh Penguins,3,4,L,OT,32,25,10,L 4,,38,6,0,2,0,,32,6,0,2,0,"18,630",2:35,
68,3/7/2018,7:30 PM,@,Buffalo Sabres,5,1,W,,33,25,10,W 1,,41,8,1,2,0,,26,6,0,3,0,"17,773",2:20,
69,3/9/2018,7:30 PM,@,Ottawa Senators,2,1,W,,34,25,10,W 2,,37,4,0,2,0,,30,4,0,2,0,"14,498",2:29,
70,3/11/2018,7:00 PM,,New York Islanders,2,5,L,,34,26,10,L 1,,52,7,0,4,0,,27,13,0,1,0,"19,108",2:37,
71,3/13/2018,9:00 PM,,Edmonton Oilers,1,0,W,,35,26,10,W 1,,32,11,0,2,0,,28,9,,3,,"19,289",2:23,
72,3/16/2018,9:00 PM,,San Jose Sharks,4,7,L,,35,27,10,L 1,,34,4,0,2,0,,28,4,0,2,0,"19,196",2:35,
73,3/18/2018,4:00 PM,@,Vegas Golden Knights,0,4,L,,35,28,10,L 2,,42,6,0,2,0,,31,8,1,2,0,"18,075",2:28,
74,3/19/2018,10:00 PM,@,Arizona Coyotes,2,5,L,,35,29,10,L 3,,44,6,0,3,0,,30,10,0,1,0,"13,288",2:30,
75,3/21/2018,9:30 PM,,Anaheim Ducks,0,4,L,,35,30,10,L 4,,29,6,0,2,0,,16,8,0,1,1,"19,059",2:23,
76,3/24/2018,4:00 PM,@,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
77,3/26/2018,10:30 PM,@,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
78,3/29/2018,9:00 PM,,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
79,3/31/2018,10:00 PM,,Edmonton Oilers,,,,,,,,,,,,,,,,,,,,,,,
80,4/3/2018,9:00 PM,,Arizona Coyotes,,,,,,,,,,,,,,,,,,,,,,,
81,4/5/2018,8:00 PM,@,Winnipeg Jets,,,,,,,,,,,,,,,,,,,,,,,
82,4/7/2018,10:00 PM,,Vegas Golden Knights,,,,,,,,,,,,,,,,,,,,,,,
